timestamp,event_type,user_id,ip_address,file_path,process_name,login_attempts,session_duration,data_transferred,hour_of_day,is_anomaly,iso_anomaly_score,rf_threat_probability,combined_threat_score,is_threat,threat_level
2025-10-06 14:34:05.156778,REGISTRY_CHANGE,user_74,192.168.1.101,,apache2,0,0,0,17,0,0,0.001757936507936508,0.000878968253968254,0,Low
2025-10-06 14:58:05.156778,NETWORK_CONNECTION,user_34,192.168.1.238,,python,0,0,730529,15,0,0,0.011708333333333334,0.005854166666666667,0,Low
2025-10-06 15:54:05.156778,REGISTRY_CHANGE,user_28,192.168.1.149,,firefox,0,0,0,14,0,0,0.00042371309894674374,0.00021185654947337187,0,Low
2025-10-06 16:24:05.156778,LOGIN,user_39,192.168.1.119,,bash,4,3382,0,16,0,1,0.020658730158730158,0.5103293650793651,0,Medium
2025-10-06 17:42:05.156778,LOGIN,user_69,192.168.1.52,,chrome,5,790,0,8,0,0,0.007096825396825397,0.0035484126984126987,0,Low
2025-10-06 18:21:05.156778,LOGIN,user_3,192.168.1.66,,firefox,5,2171,0,10,0,0,0.015200000000000002,0.007600000000000001,0,Low
2025-10-06 18:40:05.156778,LOGIN,user_100,192.168.1.109,,ssh,5,1030,0,16,0,1,0.03515873015873017,0.5175793650793651,0,Medium
2025-10-06 18:46:05.156778,FILE_ACCESS,user_60,192.168.1.182,/var/log/,mysql,0,0,0,8,0,0,0.09941851643194351,0.049709258215971754,0,Low
2025-10-06 19:33:05.156778,LOGIN,user_23,192.168.1.238,,mysql,4,2850,0,18,0,0,0.005,0.0025,0,Low
2025-10-06 20:38:05.156778,PROCESS_START,user_85,192.168.1.248,,firefox,0,0,0,13,0,0,4.672897196261682e-05,2.336448598130841e-05,0,Low
2025-10-06 21:19:05.156778,FILE_ACCESS,user_26,192.168.1.75,/usr/bin/,apache2,0,0,0,12,0,0,0.09207638786651941,0.046038193933259704,0,Low
2025-10-06 22:52:05.156778,NETWORK_CONNECTION,user_37,192.168.1.174,,mysql,0,0,616213,9,0,0,0.005902777777777778,0.002951388888888889,0,Low
2025-10-06 23:05:05.156778,FILE_ACCESS,user_1,192.168.1.195,/home/user/documents/,apache2,0,0,0,12,0,0,0.14342757936507936,0.07171378968253968,0,Low
2025-10-07 00:08:05.156778,LOGIN,user_34,192.168.1.57,,bash,5,915,0,16,0,0,0.012866666666666667,0.0064333333333333334,0,Low
