timestamp,event_type,user_id,ip_address,file_path,process_name,login_attempts,session_duration,data_transferred,hour_of_day,is_anomaly,iso_anomaly_score,rf_threat_probability,combined_threat_score,is_threat,threat_level
2025-10-05 22:37:36.459856,REGISTRY_CHANGE,user_74,192.168.1.5,,firefox,0,0,0,8,0,0,0.0006461517279544356,0.0003230758639772178,0,Low
2025-10-05 22:39:36.459856,NETWORK_CONNECTION,user_10,192.168.1.54,,chrome,0,0,726198,13,0,1,0.00010416666666666667,0.5000520833333333,0,Medium
2025-10-05 22:40:36.459856,NETWORK_CONNECTION,user_90,192.168.1.90,,firefox,0,0,172375,15,0,0,0.0052152156367336906,0.0026076078183668453,0,Low
2025-10-05 22:50:36.459856,FILE_ACCESS,user_10,192.168.1.230,/usr/bin/,chrome,0,0,0,10,0,0,0.08773360915204302,0.04386680457602151,0,Low
2025-10-05 22:51:36.459856,NETWORK_CONNECTION,user_89,192.168.1.6,,bash,0,0,860724,16,0,1,0.0026394110275689223,0.5013197055137845,0,Medium
2025-10-05 23:00:36.459856,REGISTRY_CHANGE,user_88,192.168.1.100,,bash,0,0,0,15,0,0,0.002033490553902733,0.0010167452769513665,0,Low
2025-10-05 23:01:36.459856,LOGIN,user_9,192.168.1.47,,python,2,2510,0,11,0,0,0.0,0.0,0,
2025-10-05 23:01:36.459856,FILE_ACCESS,user_24,192.168.1.252,/etc/,bash,0,0,0,12,0,0,0.07525704303832291,0.037628521519161455,0,Low
2025-10-05 23:08:36.459856,LOGOUT,user_3,192.168.1.65,,ssh,0,2560,0,10,0,0,0.0014285714285714286,0.0007142857142857143,0,Low
2025-10-05 23:09:36.459856,LOGIN,user_85,192.168.1.191,,mysql,5,422,0,12,0,1,0.0011763903261661109,0.5005881951630831,0,Medium
2025-10-05 23:10:36.459856,PROCESS_START,user_73,192.168.1.251,,bash,0,0,0,13,0,0,0.001351336370536748,0.000675668185268374,0,Low
2025-10-05 23:13:36.459856,NETWORK_CONNECTION,user_15,192.168.1.254,,firefox,0,0,770784,15,0,0,0.0011111111111111111,0.0005555555555555556,0,Low
2025-10-05 23:16:36.459856,NETWORK_CONNECTION,user_83,192.168.1.48,,ssh,0,0,729386,11,0,0,0.0007346491228070175,0.00036732456140350873,0,Low
2025-10-05 23:36:36.459856,LOGIN,user_50,192.168.1.46,,python,5,1977,0,16,0,1,9.950248756218905e-05,0.5000497512437811,0,Medium
2025-10-05 23:36:36.459856,NETWORK_CONNECTION,user_82,192.168.1.26,,python,0,0,691481,8,0,1,0.0007346491228070175,0.5003673245614035,0,Medium
2025-10-05 23:37:36.459856,PROCESS_START,user_87,192.168.1.74,,ssh,0,0,0,4,1,0,0.9671215460874831,0.48356077304374157,0,Medium
2025-10-05 23:45:36.459856,PROCESS_START,user_8,192.168.1.3,,ssh,0,0,0,9,0,0,0.0009106737415738249,0.00045533687078691244,0,Low
2025-10-05 23:50:36.459856,LOGIN,user_25,192.168.1.175,,chrome,5,3462,0,15,0,1,0.005,0.5025,0,Medium
2025-10-06 00:08:36.459856,LOGIN,user_73,192.168.1.23,,mysql,4,90,0,11,0,0,0.0011176298451238565,0.0005588149225619283,0,Low
2025-10-06 00:08:36.459856,LOGOUT,user_22,192.168.1.166,,firefox,0,1143,0,14,0,0,0.0003939978158601425,0.00019699890793007125,0,Low
2025-10-06 00:12:36.459856,REGISTRY_CHANGE,user_70,192.168.1.210,,mysql,0,0,0,12,0,0,0.0010674598324531437,0.0005337299162265719,0,Low
2025-10-06 00:16:36.459856,REGISTRY_CHANGE,user_34,192.168.1.162,,apache2,0,0,0,16,0,0,0.0016977959239909994,0.0008488979619954997,0,Low
2025-10-06 00:20:36.459856,PROCESS_START,user_89,192.168.1.119,,apache2,0,0,0,16,0,0,0.004142364356888969,0.0020711821784444844,0,Low
2025-10-06 00:23:36.459856,REGISTRY_CHANGE,user_71,192.168.1.228,,chrome,0,0,0,16,0,0,0.0012992601018830582,0.0006496300509415291,0,Low
2025-10-06 00:30:36.459856,REGISTRY_CHANGE,user_82,192.168.1.252,,python,0,0,0,18,0,0,0.002702699655722153,0.0013513498278610765,0,Low
2025-10-06 00:31:36.459856,REGISTRY_CHANGE,user_74,192.168.1.101,,apache2,0,0,0,17,0,0,0.0021571630298068867,0.0010785815149034433,0,Low
2025-10-06 00:37:36.459856,FILE_ACCESS,user_3,192.168.1.120,/usr/bin/,python,0,0,0,14,0,0,0.09980233985708974,0.04990116992854487,0,Low
2025-10-06 00:39:36.459856,FILE_ACCESS,user_71,192.168.1.177,/usr/bin/,apache2,0,0,0,14,0,0,0.08306404309616434,0.04153202154808217,0,Low
2025-10-06 00:40:36.459856,PROCESS_START,user_23,192.168.1.248,,chrome,0,0,0,18,0,0,0.0030641348511996056,0.0015320674255998028,0,Low
2025-10-06 00:41:36.459856,REGISTRY_CHANGE,user_6,192.168.1.224,,firefox,0,0,0,14,0,0,0.001069789465548547,0.0005348947327742735,0,Low
2025-10-06 00:44:36.459856,LOGIN,user_80,192.168.1.76,,python,5,680,0,18,0,1,0.00018293062559783562,0.5000914653127989,0,Medium
2025-10-06 00:44:36.459856,FILE_ACCESS,user_34,192.168.1.156,/var/log/,bash,0,0,0,12,0,0,0.10608619492797364,0.05304309746398682,0,Low
2025-10-06 00:44:36.459856,REGISTRY_CHANGE,user_25,192.168.1.8,,firefox,0,0,0,16,0,0,0.0011868930574772257,0.0005934465287386129,0,Low
2025-10-06 00:55:36.459856,NETWORK_CONNECTION,user_34,192.168.1.238,,python,0,0,730529,15,0,0,0.0001473479474310154,7.36739737155077e-05,0,Low
2025-10-06 00:57:36.459856,NETWORK_CONNECTION,user_76,192.168.1.176,,chrome,0,0,115630,17,0,0,0.000552101198781112,0.000276050599390556,0,Low
2025-10-06 00:59:36.459856,LOGOUT,user_94,192.168.1.254,,ssh,0,1051,0,14,0,0,0.00017983710690123238,8.991855345061619e-05,0,Low
2025-10-06 01:01:36.459856,NETWORK_CONNECTION,user_7,192.168.1.246,,chrome,0,0,943287,12,0,0,0.003879280590653981,0.0019396402953269906,0,Low
2025-10-06 01:01:36.459856,NETWORK_CONNECTION,user_70,192.168.1.37,,apache2,0,0,659837,10,0,0,0.00018006033308457756,9.003016654228878e-05,0,Low
2025-10-06 01:13:36.459856,LOGOUT,user_72,192.168.1.39,,python,0,297,0,16,0,0,0.0002793395944634215,0.00013966979723171075,0,Low
2025-10-06 01:13:36.459856,REGISTRY_CHANGE,user_63,192.168.1.73,,python,0,0,0,9,0,0,0.0006208388711303373,0.00031041943556516866,0,Low
2025-10-06 01:23:36.459856,REGISTRY_CHANGE,user_100,192.168.1.174,,mysql,0,0,0,17,0,0,0.0010450174507491375,0.0005225087253745688,0,Low
2025-10-06 01:24:36.459856,REGISTRY_CHANGE,user_17,192.168.1.117,,chrome,0,0,0,17,0,0,0.003675267935344792,0.001837633967672396,0,Low
2025-10-06 01:24:36.459856,NETWORK_CONNECTION,user_65,192.168.1.48,,chrome,0,0,699428,15,0,0,0.00018006033308457756,9.003016654228878e-05,0,Low
2025-10-06 01:28:36.459856,NETWORK_CONNECTION,user_18,192.168.1.2,,bash,0,0,309353,15,0,0,0.0022174874956324107,0.0011087437478162054,0,Low
2025-10-06 01:28:36.459856,PROCESS_START,user_82,192.168.1.85,,apache2,0,0,0,14,0,0,0.0012135798088158901,0.0006067899044079451,0,Low
2025-10-06 01:33:36.459856,LOGIN,user_6,192.168.1.143,,ssh,1,858,0,9,0,0,0.00074184775510829,0.000370923877554145,0,Low
2025-10-06 01:36:36.459856,NETWORK_CONNECTION,user_63,192.168.1.118,,mysql,0,0,8540,10,0,0,0.0005633161487114989,0.00028165807435574943,0,Low
2025-10-06 01:48:36.459856,NETWORK_CONNECTION,user_81,192.168.1.41,,python,0,0,203976,9,0,0,0.00024567063187607227,0.00012283531593803613,0,Low
2025-10-06 01:49:36.459856,REGISTRY_CHANGE,user_84,192.168.1.162,,bash,0,0,0,18,0,0,0.0027858293447129098,0.0013929146723564549,0,Low
2025-10-06 01:51:36.459856,REGISTRY_CHANGE,user_28,192.168.1.149,,firefox,0,0,0,14,0,0,0.0018586415128552065,0.0009293207564276033,0,Low
2025-10-06 01:53:36.459856,PROCESS_START,user_89,192.168.1.229,,bash,0,0,0,8,0,0,0.0011504331056591815,0.0005752165528295907,0,Low
2025-10-06 01:57:36.459856,FILE_ACCESS,user_81,192.168.1.197,/home/user/documents/,bash,0,0,0,9,0,0,0.08270073330756975,0.04135036665378487,0,Low
2025-10-06 01:58:36.459856,LOGOUT,user_57,192.168.1.164,,firefox,0,3302,0,18,0,0,0.00015882870353988785,7.941435176994393e-05,0,Low
2025-10-06 02:02:36.459856,FILE_ACCESS,user_51,192.168.1.16,/etc/,python,0,0,0,13,0,0,0.0871562428819697,0.04357812144098485,0,Low
2025-10-06 02:04:36.459856,FILE_ACCESS,user_3,192.168.1.170,/etc/passwd,firefox,0,0,0,5,1,0,0.976620123181641,0.4883100615908205,0,Medium
2025-10-06 02:05:36.459856,PROCESS_START,user_84,192.168.1.18,,chrome,0,0,0,17,0,0,0.0022244462833298484,0.0011122231416649242,0,Low
2025-10-06 02:06:36.459856,NETWORK_CONNECTION,user_34,192.168.1.162,,ssh,0,0,347409,12,0,0,0.0005261671318704678,0.0002630835659352339,0,Low
2025-10-06 02:08:36.459856,LOGIN,user_25,192.168.1.208,,bash,5,3373,0,15,0,1,0.012464380518988028,0.5062321902594941,0,Medium
2025-10-06 02:19:36.459856,LOGOUT,user_23,192.168.1.29,,firefox,0,2099,0,8,0,0,8.342813803564657e-05,4.1714069017823284e-05,0,Low
2025-10-06 02:21:36.459856,LOGIN,user_39,192.168.1.119,,bash,4,3382,0,16,0,1,0.0015961538461538463,0.5007980769230769,0,Medium
2025-10-06 02:23:36.459856,FILE_ACCESS,user_72,192.168.1.251,/var/log/,python,0,0,0,8,0,0,0.13530971493005675,0.06765485746502838,0,Low
2025-10-06 02:23:36.459856,FILE_ACCESS,user_36,192.168.1.242,/tmp/,python,0,0,0,17,0,0,0.15769983943752758,0.07884991971876379,0,Low
2025-10-06 02:24:36.459856,FILE_ACCESS,user_79,192.168.1.220,/etc/,ssh,0,0,0,18,0,0,0.1514088216380591,0.07570441081902955,0,Low
2025-10-06 02:26:36.459856,FILE_ACCESS,user_69,192.168.1.248,/root/.ssh/,apache2,0,0,0,16,1,0,0.17341551255133233,0.08670775627566617,0,Low
2025-10-06 02:29:36.459856,PROCESS_START,user_23,192.168.1.45,,bash,0,0,0,12,0,0,0.0010871649360289486,0.0005435824680144743,0,Low
2025-10-06 02:29:36.459856,LOGIN,user_30,192.168.1.89,,apache2,5,627,0,8,0,1,8.342813803564657e-05,0.5000417140690179,0,Medium
2025-10-06 02:34:36.459856,NETWORK_CONNECTION,user_17,192.168.1.163,,ssh,0,0,229342,17,0,0,0.0003540467328992321,0.00017702336644961604,0,Low
2025-10-06 02:37:36.459856,PROCESS_START,user_46,192.168.1.5,,python,0,0,0,13,0,0,0.0010782238493955388,0.0005391119246977694,0,Low
2025-10-06 02:43:36.459856,FILE_ACCESS,user_89,192.168.1.8,/tmp/,python,0,0,0,9,0,0,0.10279235023124343,0.051396175115621716,0,Low
2025-10-06 02:49:36.459856,FILE_ACCESS,user_61,192.168.1.34,/usr/bin/,python,0,0,0,8,0,0,0.13432977703386736,0.06716488851693368,0,Low
2025-10-06 02:55:36.459856,REGISTRY_CHANGE,user_52,192.168.1.144,,bash,0,0,0,17,0,0,0.0013684138113931902,0.0006842069056965951,0,Low
2025-10-06 02:56:36.459856,LOGIN,user_62,192.168.1.11,,bash,1,1092,0,13,0,0,0.000573543073862767,0.0002867715369313835,0,Low
2025-10-06 03:00:36.459856,LOGIN,user_36,192.168.1.138,,firefox,1,2287,0,15,0,0,0.0004359437881703443,0.00021797189408517215,0,Low
2025-10-06 03:09:36.459856,FILE_ACCESS,user_91,192.168.1.253,/etc/,python,0,0,0,11,0,0,0.07304585808334003,0.03652292904167002,0,Low
2025-10-06 03:12:36.459856,PROCESS_START,user_19,192.168.1.67,,apache2,0,0,0,14,0,0,0.00145234161498092,0.00072617080749046,0,Low
2025-10-06 03:20:36.459856,FILE_ACCESS,user_48,192.168.1.95,/usr/bin/,mysql,0,0,0,13,0,0,0.2524690577888242,0.1262345288944121,0,Low
2025-10-06 03:24:36.459856,FILE_ACCESS,user_71,192.168.1.64,/root/.ssh/,python,0,0,0,8,1,0,0.16312877953215782,0.08156438976607891,0,Low
2025-10-06 03:27:36.459856,FILE_ACCESS,user_16,192.168.1.144,/home/user/documents/,python,0,0,0,13,0,0,0.0885955718960935,0.04429778594804675,0,Low
2025-10-06 03:31:36.459856,NETWORK_CONNECTION,user_27,192.168.1.11,,python,0,0,907880,17,0,1,0.0026944444444444446,0.5013472222222223,0,Medium
2025-10-06 03:39:36.459856,LOGIN,user_69,192.168.1.52,,chrome,5,790,0,8,0,0,0.0006591211017883118,0.0003295605508941559,0,Low
2025-10-06 03:44:36.459856,LOGOUT,user_85,192.168.1.209,,python,0,3395,0,13,0,0,0.00024216203687322117,0.00012108101843661058,0,Low
2025-10-06 03:49:36.459856,REGISTRY_CHANGE,user_28,192.168.1.40,,bash,0,0,0,12,0,0,0.0011081733393902933,0.0005540866696951466,0,Low
2025-10-06 03:58:36.459856,NETWORK_CONNECTION,user_84,192.168.1.178,,chrome,0,0,871247,13,0,0,0.00023208750596089651,0.00011604375298044826,0,Low
2025-10-06 04:08:36.459856,PROCESS_START,user_70,192.168.1.12,,bash,0,0,0,12,0,0,0.004037105228323866,0.002018552614161933,0,Low
2025-10-06 04:12:36.459856,LOGIN,user_95,192.168.1.99,,apache2,1,1363,0,16,0,0,0.0042008547008547,0.00210042735042735,0,Low
2025-10-06 04:12:36.459856,PROCESS_START,user_84,192.168.1.179,,chrome,0,0,0,15,0,0,0.0022734658911729854,0.0011367329455864927,0,Low
2025-10-06 04:18:36.459856,LOGIN,user_3,192.168.1.66,,firefox,5,2171,0,10,0,1,8.342813803564657e-05,0.5000417140690179,0,Medium
2025-10-06 04:34:36.459856,LOGOUT,user_24,192.168.1.39,,apache2,0,701,0,18,0,0,0.00019941401801547512,9.970700900773756e-05,0,Low
2025-10-06 04:37:36.459856,LOGIN,user_100,192.168.1.109,,ssh,5,1030,0,16,0,1,0.007361250464511334,0.5036806252322557,0,Medium
2025-10-06 04:39:36.459856,NETWORK_CONNECTION,user_49,192.168.1.169,,ssh,0,0,450121,15,0,0,0.0001961341285701377,9.806706428506885e-05,0,Low
2025-10-06 04:39:36.459856,FILE_ACCESS,user_44,192.168.1.124,/home/user/documents/,bash,0,0,0,5,1,0,0.9727172484707572,0.4863586242353786,0,Medium
2025-10-06 04:43:36.459856,FILE_ACCESS,user_60,192.168.1.182,/var/log/,mysql,0,0,0,8,0,0,0.10804943869107568,0.05402471934553784,0,Low
2025-10-06 04:47:36.459856,LOGIN,user_85,192.168.1.226,,python,2,324,0,17,0,0,0.004053528457911752,0.002026764228955876,0,Low
2025-10-06 04:47:36.459856,REGISTRY_CHANGE,user_14,192.168.1.168,,python,0,0,0,9,0,0,0.001031419297775054,0.000515709648887527,0,Low
2025-10-06 04:50:36.459856,NETWORK_CONNECTION,user_76,192.168.1.84,,bash,0,0,561909,16,0,0,0.002589490771926781,0.0012947453859633905,0,Low
2025-10-06 04:53:36.459856,LOGOUT,user_13,192.168.1.142,,chrome,0,1996,0,14,0,0,0.0003650123086137657,0.00018250615430688284,0,Low
2025-10-06 04:54:36.459856,FILE_ACCESS,user_6,192.168.1.168,/etc/,firefox,0,0,0,15,0,0,0.08880359336291321,0.04440179668145661,0,Low
2025-10-06 04:55:36.459856,LOGIN,user_17,192.168.1.48,,apache2,4,385,0,10,0,0,0.0006901572578926203,0.00034507862894631014,0,Low
2025-10-06 04:57:36.459856,NETWORK_CONNECTION,user_15,192.168.1.4,,firefox,0,0,424869,15,0,0,0.00018006033308457756,9.003016654228878e-05,0,Low
2025-10-06 05:30:36.459856,LOGIN,user_23,192.168.1.238,,mysql,4,2850,0,18,0,1,0.0010016380145788566,0.5005008190072894,0,Medium
2025-10-06 05:39:36.459856,PROCESS_START,user_91,192.168.1.175,,mysql,0,0,0,13,0,0,0.001750025000367067,0.0008750125001835335,0,Low
2025-10-06 05:40:36.459856,LOGOUT,user_69,192.168.1.166,,chrome,0,3340,0,14,0,0,0.00015882870353988785,7.941435176994393e-05,0,Low
2025-10-06 05:52:36.459856,LOGOUT,user_31,192.168.1.141,,chrome,0,2251,0,10,0,0,0.0004970143561993295,0.00024850717809966476,0,Low
2025-10-06 05:56:36.459856,REGISTRY_CHANGE,user_42,192.168.1.230,,bash,0,0,0,18,0,0,0.0017493914434492596,0.0008746957217246298,0,Low
2025-10-06 05:56:36.459856,REGISTRY_CHANGE,user_30,192.168.1.1,,chrome,0,0,0,18,0,0,0.0022831360281796607,0.0011415680140898304,0,Low
2025-10-06 05:58:36.459856,PROCESS_START,user_7,192.168.1.183,,chrome,0,0,0,17,0,0,0.0014025988326482807,0.0007012994163241404,0,Low
